index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
4573,In My Blood,https://secondhandsongs.com/work/206573,"Martin Svensson, Sarah Reeve, Oliver Nordh","https://secondhandsongs.com/artist/146732, https://secondhandsongs.com/artist/146733, https://secondhandsongs.com/artist/146734",Natalia [BE],https://secondhandsongs.com/artist/2082,1,0
4574,Sing Your Heart Out,https://secondhandsongs.com/work/206575,"Lady Linn, Kas Longman, Joris Caluwaerts, Filip Vandebril, Steven Van Gelder, Marc De Maeseneer","https://secondhandsongs.com/artist/30090, https://secondhandsongs.com/artist/146735, https://secondhandsongs.com/artist/146736, https://secondhandsongs.com/artist/146737, https://secondhandsongs.com/artist/146738, https://secondhandsongs.com/artist/146739",Lady Linn,https://secondhandsongs.com/artist/30090,1,0
4575,Feeling Me,https://secondhandsongs.com/work/206576,"Lady Linn, Joris Caluwaerts","https://secondhandsongs.com/artist/30090, https://secondhandsongs.com/artist/146736",Lady Linn,https://secondhandsongs.com/artist/30090,1,0
4576,Agnes,https://secondhandsongs.com/work/206594,Dave Bayley,https://secondhandsongs.com/artist/146754,Glass Animals,https://secondhandsongs.com/artist/83835,1,0
4577,Stronger Than Ever,https://secondhandsongs.com/work/206595,"Raleigh Ritchie, Chris Loco","https://secondhandsongs.com/artist/126250, https://secondhandsongs.com/artist/146755",Raleigh Ritchie,https://secondhandsongs.com/artist/126250,1,0
4578,Heartache Fetish,https://secondhandsongs.com/work/206597,Nick van Hofwegen,https://secondhandsongs.com/artist/146756,Young & Sick,https://secondhandsongs.com/artist/146756,1,0
4579,Puppeteer,https://secondhandsongs.com/work/206598,"Max Schneider, Azeem","https://secondhandsongs.com/artist/70144, https://secondhandsongs.com/artist/146757",MAX [US],https://secondhandsongs.com/artist/70144,1,0
4580,Ditmas,https://secondhandsongs.com/work/206599,"Marcus Mumford, Ben Lovett, Winston Marshall, Ted Dwane","https://secondhandsongs.com/artist/53760, https://secondhandsongs.com/artist/53761, https://secondhandsongs.com/artist/53762, https://secondhandsongs.com/artist/53763",Mumford & Sons,https://secondhandsongs.com/artist/46484,1,0
4581,Hot Gates,https://secondhandsongs.com/work/206601,"Marcus Mumford, Ben Lovett, Winston Marshall, Ted Dwane","https://secondhandsongs.com/artist/53760, https://secondhandsongs.com/artist/53761, https://secondhandsongs.com/artist/53762, https://secondhandsongs.com/artist/53763",Mumford & Sons,https://secondhandsongs.com/artist/46484,1,0
4582,Snake Eyes,https://secondhandsongs.com/work/206602,"Marcus Mumford, Ben Lovett, Winston Marshall, Ted Dwane","https://secondhandsongs.com/artist/53760, https://secondhandsongs.com/artist/53761, https://secondhandsongs.com/artist/53762, https://secondhandsongs.com/artist/53763",Mumford & Sons,https://secondhandsongs.com/artist/46484,1,0
4583,Delta,https://secondhandsongs.com/work/206606,"Marcus Mumford, Ben Lovett, Winston Marshall, Ted Dwane","https://secondhandsongs.com/artist/53760, https://secondhandsongs.com/artist/53761, https://secondhandsongs.com/artist/53762, https://secondhandsongs.com/artist/53763",Mumford & Sons,https://secondhandsongs.com/artist/46484,1,0
4584,Hey pa,https://secondhandsongs.com/work/206664,"Miguel Wiels, Niels Destadsbader","https://secondhandsongs.com/artist/31838, https://secondhandsongs.com/artist/106373",Niels Destadsbader,https://secondhandsongs.com/artist/106373,1,1
4585,Il conforto,https://secondhandsongs.com/work/206673,"Emanuele Dabbono, Tiziano Ferro","https://secondhandsongs.com/artist/36562, https://secondhandsongs.com/artist/40767",Tiziano Ferro con Carmen Consoli,https://secondhandsongs.com/artist/21823+40767,1,0
4586,L'essenziale,https://secondhandsongs.com/work/206676,"Marco Mengoni, Roberto Casalino, Francesco De Benedittis","https://secondhandsongs.com/artist/40099, https://secondhandsongs.com/artist/146800, https://secondhandsongs.com/artist/146801",Marco Mengoni,https://secondhandsongs.com/artist/40099,1,0
4587,"Oh Great God, Give Us Rest",https://secondhandsongs.com/work/206742,"Matt Maher, David Crowder","https://secondhandsongs.com/artist/72949, https://secondhandsongs.com/artist/146856",David Crowder*Band,https://secondhandsongs.com/artist/50934,1,0
4588,Let Me Feel You Shine,https://secondhandsongs.com/work/206743,"David Crowder, Mark Waldrop","https://secondhandsongs.com/artist/146856, https://secondhandsongs.com/artist/146857",David Crowder*Band,https://secondhandsongs.com/artist/50934,1,0
4589,After All (Holy),https://secondhandsongs.com/work/206746,"Matt Maher, David Crowder, Mark Waldrop, Mike Dodson","https://secondhandsongs.com/artist/72949, https://secondhandsongs.com/artist/146856, https://secondhandsongs.com/artist/146857, https://secondhandsongs.com/artist/146861",David Crowder*Band,https://secondhandsongs.com/artist/50934,1,0
4590,Come Find Me,https://secondhandsongs.com/work/206751,"David Crowder, Jack Parker [US2], Jeremy Bush","https://secondhandsongs.com/artist/146856, https://secondhandsongs.com/artist/146859, https://secondhandsongs.com/artist/146862",David Crowder*Band,https://secondhandsongs.com/artist/50934,1,0
4591,Fall on Your Knees,https://secondhandsongs.com/work/206753,David Crowder,https://secondhandsongs.com/artist/146856,David Crowder*Band,https://secondhandsongs.com/artist/50934,1,0
4592,God Have Mercy (Kyrie Eleison),https://secondhandsongs.com/work/206755,David Crowder,https://secondhandsongs.com/artist/146856,David Crowder*Band,https://secondhandsongs.com/artist/50934,1,0
4593,Wasted Times,https://secondhandsongs.com/work/206764,"The Weeknd, Skrillex, Frank Dukes, Starrah, Charlie Handsome","https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/92981, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/107255, https://secondhandsongs.com/artist/132355",The Weeknd,https://secondhandsongs.com/artist/75673,1,0
4594,Come to Me,https://secondhandsongs.com/work/206838,"John Rzeznik, Gregg Wattenberg","https://secondhandsongs.com/artist/27257, https://secondhandsongs.com/artist/53552",Goo Goo Dolls,https://secondhandsongs.com/artist/2185,1,0
4595,My Story,https://secondhandsongs.com/work/206844,"Danny Shah, Sky Adams, Felicity Birt, Blair Dreelan, Loren Gray","https://secondhandsongs.com/artist/142497, https://secondhandsongs.com/artist/146959, https://secondhandsongs.com/artist/146960, https://secondhandsongs.com/artist/146961, https://secondhandsongs.com/artist/146962",Loren Gray,https://secondhandsongs.com/artist/146962,1,0
4596,Fallin' All in You,https://secondhandsongs.com/work/206848,"Ed Sheeran, Scott Harris, Shawn Mendes, Johnny McDaid, Teddy Geiger, Fred Again","https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/81663, https://secondhandsongs.com/artist/81665, https://secondhandsongs.com/artist/87923, https://secondhandsongs.com/artist/97892, https://secondhandsongs.com/artist/128537",Shawn Mendes,https://secondhandsongs.com/artist/81665,1,0
4597,It's You I'll Always Love,https://secondhandsongs.com/work/206997,Gloria Estefan,https://secondhandsongs.com/artist/2548,Gloria Estefan,https://secondhandsongs.com/artist/2548,1,0
4598,Come Along,https://secondhandsongs.com/work/207065,Cosmo Sheldrake,https://secondhandsongs.com/artist/147142,Cosmo Sheldrake,https://secondhandsongs.com/artist/147142,1,0
4599,Blessed,https://secondhandsongs.com/work/207569,"Jordan Evans, Matthew Burnett, Alex Ernewein, Nevon Sinclair, Ian Culley, Daniel Caesar","https://secondhandsongs.com/artist/65331, https://secondhandsongs.com/artist/65332, https://secondhandsongs.com/artist/147471, https://secondhandsongs.com/artist/147472, https://secondhandsongs.com/artist/147473, https://secondhandsongs.com/artist/147474",Daniel Caesar,https://secondhandsongs.com/artist/147474,1,0
4600,Rapid Calm,https://secondhandsongs.com/work/207655,"Dan Briggs, Blake Richardson, Thomas Giles Rogers Jr., Paul Waggoner, Dustie Waring","https://secondhandsongs.com/artist/147517, https://secondhandsongs.com/artist/147518, https://secondhandsongs.com/artist/147519, https://secondhandsongs.com/artist/147520, https://secondhandsongs.com/artist/147521",Between the Buried and Me,https://secondhandsongs.com/artist/22548,1,0
4601,El Coyote,https://secondhandsongs.com/work/207768,"Guy Clark, Noel McKay","https://secondhandsongs.com/artist/7441, https://secondhandsongs.com/artist/86616",Guy Clark,https://secondhandsongs.com/artist/7441,1,0
4602,Alles cool,https://secondhandsongs.com/work/207790,"Johannes Walter-Müller, Jennifer Weist, Christopher Kohl, Christoph Deckert, Alex Voigt","https://secondhandsongs.com/artist/147651, https://secondhandsongs.com/artist/147652, https://secondhandsongs.com/artist/147653, https://secondhandsongs.com/artist/147654, https://secondhandsongs.com/artist/147655",Jennifer Rostock,https://secondhandsongs.com/artist/147656,1,0
4603,Now and Later,https://secondhandsongs.com/work/208080,"Sage the Gemini, Ian Kirkpatrick, Axident, Joe London [US-WI], Big Taste, Gladius","https://secondhandsongs.com/artist/83792, https://secondhandsongs.com/artist/93977, https://secondhandsongs.com/artist/96132, https://secondhandsongs.com/artist/96133, https://secondhandsongs.com/artist/110831, https://secondhandsongs.com/artist/119538",Sage the Gemini,https://secondhandsongs.com/artist/83792,1,0
4604,Without You,https://secondhandsongs.com/work/208191,Will Anderson,https://secondhandsongs.com/artist/100144,Parachute,https://secondhandsongs.com/artist/58175,1,0
4605,Trouble,https://secondhandsongs.com/work/208197,"Rami Yacoub, Wayne Hector, Carl Falk, Avicii","https://secondhandsongs.com/artist/4899, https://secondhandsongs.com/artist/6150, https://secondhandsongs.com/artist/67601, https://secondhandsongs.com/artist/74396",Avicii,https://secondhandsongs.com/artist/74396,1,0
4606,Dance,https://secondhandsongs.com/work/208198,"Tim Halperin, Jeff Pardo","https://secondhandsongs.com/artist/66207, https://secondhandsongs.com/artist/147912",Tim Halperin,https://secondhandsongs.com/artist/66207,1,0
4607,Oh Darling,https://secondhandsongs.com/work/208815,Trevor Dahl,https://secondhandsongs.com/artist/64328,Plug in Stereo feat. Cady Groves,https://secondhandsongs.com/artist/44556+64328,1,0
4608,Heart Is a Drum,https://secondhandsongs.com/work/208860,Beck,https://secondhandsongs.com/artist/7561,Beck,https://secondhandsongs.com/artist/7561,1,0
4609,Feel Good,https://secondhandsongs.com/work/208976,"Toby Gad, Daya, Gryffin, Nisha Asnani, Illenium","https://secondhandsongs.com/artist/42306, https://secondhandsongs.com/artist/98823, https://secondhandsongs.com/artist/109300, https://secondhandsongs.com/artist/148396, https://secondhandsongs.com/artist/148398",Gryffin and Illenium ft. Daya,https://secondhandsongs.com/artist/98823+109300+148398,1,0
4610,Hooked,https://secondhandsongs.com/work/209024,"Jacob Manson, Plested","https://secondhandsongs.com/artist/107071, https://secondhandsongs.com/artist/133220",Why Don't We,https://secondhandsongs.com/artist/119781,1,0
4611,Sand in the Bed,https://secondhandsongs.com/work/209055,"JT Hodges, Hudson Moore, Andrew Petroff","https://secondhandsongs.com/artist/148497, https://secondhandsongs.com/artist/148498, https://secondhandsongs.com/artist/148499",Hudson Moore,https://secondhandsongs.com/artist/148498,1,0
4612,Break Up Every Night,https://secondhandsongs.com/work/209056,"Ben Berger, Ryan McMahon, Andrew Taggart, Ryan Rabin, Michael Kamerman, Beau Kuther, Sean Scanlon","https://secondhandsongs.com/artist/95272, https://secondhandsongs.com/artist/95273, https://secondhandsongs.com/artist/97917, https://secondhandsongs.com/artist/115937, https://secondhandsongs.com/artist/148506, https://secondhandsongs.com/artist/148507, https://secondhandsongs.com/artist/148508",The Chainsmokers,https://secondhandsongs.com/artist/97918,1,0
4613,Summer Air,https://secondhandsongs.com/work/209074,"Hanno Lohse, Mathias Metten, Dietmar Pollmann, Christian Müller","https://secondhandsongs.com/artist/148527, https://secondhandsongs.com/artist/148528, https://secondhandsongs.com/artist/148529, https://secondhandsongs.com/artist/148530",ItaloBrothers,https://secondhandsongs.com/artist/148531,1,0
4614,Wandering Boy,https://secondhandsongs.com/work/209117,Randy Newman,https://secondhandsongs.com/artist/756,Randy Newman,https://secondhandsongs.com/artist/756,1,0
4615,GMF,https://secondhandsongs.com/work/209118,"Biggi Veira, John Grant","https://secondhandsongs.com/artist/20980, https://secondhandsongs.com/artist/57648",John Grant,https://secondhandsongs.com/artist/57648,1,0
4616,I Wish I Had Pictures,https://secondhandsongs.com/work/209119,Stephin Merritt,https://secondhandsongs.com/artist/20560,The Magnetic Fields,https://secondhandsongs.com/artist/7983,1,0
4617,Even If,https://secondhandsongs.com/work/209126,"Greg Wells, Ella Eyre","https://secondhandsongs.com/artist/70467, https://secondhandsongs.com/artist/86986",Ella Eyre,https://secondhandsongs.com/artist/86986,1,0
4618,Radar,https://secondhandsongs.com/work/209396,"Ali Grumeth, Oliver Wimmer","https://secondhandsongs.com/artist/148858, https://secondhandsongs.com/artist/148859",AudioDamn!,https://secondhandsongs.com/artist/148860,1,0
4619,Some Minds,https://secondhandsongs.com/work/209397,"Andrew Wyatt, Flume","https://secondhandsongs.com/artist/50214, https://secondhandsongs.com/artist/109295",Flume feat. Andrew Wyatt,https://secondhandsongs.com/artist/50214+109295,1,0
4620,My Oh My,https://secondhandsongs.com/work/209398,"Gabe Witcher, Chris Thile, Chris Eldridge, Noam Pikelny, Paul Kowert","https://secondhandsongs.com/artist/1209, https://secondhandsongs.com/artist/75118, https://secondhandsongs.com/artist/75119, https://secondhandsongs.com/artist/81454, https://secondhandsongs.com/artist/148863",Punch Brothers,https://secondhandsongs.com/artist/64553,1,0
4621,Down by the River,https://secondhandsongs.com/work/209431,"Cliff Cody, D. Vincent Williams, Melinda Hutchings","https://secondhandsongs.com/artist/131636, https://secondhandsongs.com/artist/143038, https://secondhandsongs.com/artist/148910",D. Vincent Williams,https://secondhandsongs.com/artist/143038,1,0
4622,I Need You,https://secondhandsongs.com/work/209540,"Nick Cave, Warren Ellis","https://secondhandsongs.com/artist/11578, https://secondhandsongs.com/artist/21309",Nick Cave & The Bad Seeds,https://secondhandsongs.com/artist/11578,1,0
4623,Tomorrow Will Be Kinder,https://secondhandsongs.com/work/209651,"Laura Rogers, Lydia Rogers","https://secondhandsongs.com/artist/149141, https://secondhandsongs.com/artist/149142",The Secret Sisters,https://secondhandsongs.com/artist/48878,1,0
4624,The Ruler and the Killer,https://secondhandsongs.com/work/209652,"T-Bone Burnett, Kid Cudi, Greg Wells","https://secondhandsongs.com/artist/10171, https://secondhandsongs.com/artist/47103, https://secondhandsongs.com/artist/70467",Kid Cudi,https://secondhandsongs.com/artist/47103,1,0
4625,Nothing to Remember,https://secondhandsongs.com/work/209653,Neko Case,https://secondhandsongs.com/artist/14336,Neko Case,https://secondhandsongs.com/artist/14336,1,0
4626,Give Life Back to Music,https://secondhandsongs.com/work/209685,"Nile Rodgers, Guy-Manuel de Homem-Christo, Thomas Bangalter, Paul Jackson Jr.","https://secondhandsongs.com/artist/3344, https://secondhandsongs.com/artist/5030, https://secondhandsongs.com/artist/5031, https://secondhandsongs.com/artist/5048",Daft Punk,https://secondhandsongs.com/artist/2933,1,0
4627,The Game of Love,https://secondhandsongs.com/work/209686,"Guy-Manuel de Homem-Christo, Thomas Bangalter","https://secondhandsongs.com/artist/5030, https://secondhandsongs.com/artist/5031",Daft Punk,https://secondhandsongs.com/artist/2933,1,0
